ID,Year_Birth,Education,Marital_Status, Income ,Cant_Trx_Movil,Cant_Trx_Card
9971,1964,PhD,Married,"$65,526.00 ",397,19
1740,1944,Graduation,Married,"$55,956.00 ",760,38
8737,1978,Graduation,Divorced,"$55,563.00 ",29,1
6466,1965,PhD,Married,"$57,236.00 ",105,0
10430,1973,Graduation,Divorced,"$89,694.00 ",1126,28
8773,1971,Master,Together,"$57,420.00 ",280,0
2371,1972,Graduation,Married,"$33,622.00 ",39,1
7786,1986,PhD,Single,"$29,999.00 ",68,7
4088,1962,PhD,Together,"$31,497.00 ",108,1
4971,1962,PhD,Together,"$31,497.00 ",108,1
10560,1980,PhD,Single,"$36,802.00 ",16,1
6892,1968,Graduation,Divorced,"$61,671.00 ",641,7
11004,1893,2n Cycle,Single,"$60,182.00 ",8,0
1818,1971,PhD,Together,"$29,732.00 ",25,0
9485,1986,PhD,Married,"$45,921.00 ",102,9
6646,1984,Graduation,Together,"$16,529.00 ",3,0
4248,1960,Master,Single,"$98,777.00 ",1000,19
7451,1960,Master,Single,"$98,777.00 ",1000,19
7861,1952,Master,Married,"$77,027.00 ",820,57
5232,1965,Graduation,Married,"$69,139.00 ",86,12
3011,1965,Graduation,Married,"$69,139.00 ",86,12
5758,1982,Graduation,Married,"$65,169.00 ",1074,0
2173,1952,Graduation,Widow,"$40,049.00 ",13,6
10711,1945,Graduation,Married,"$69,755.00 ",217,77
8268,1961,PhD,Married,,352,0
2782,1961,PhD,Married,"$54,456.00 ",352,0
9432,1977,Graduation,Together,"$666,666.00 ",9,14
5872,1951,Graduation,Single,"$60,689.00 ",240,90
11187,1978,Basic,Single,"$26,487.00 ",2,8
2428,1970,Graduation,Married,"$28,164.00 ",3,18
1726,1970,Graduation,Single,"$22,585.00 ",3,9
1802,1971,Graduation,Married,"$64,795.00 ",412,5
1162,1987,PhD,Single,"$42,000.00 ",124,83
10643,1987,PhD,Single,"$42,000.00 ",124,83
11112,1966,Graduation,Together,"$70,713.00 ",736,114
2114,1946,PhD,Single,"$82,800.00 ",1006,22
4261,1946,PhD,Single,"$82,800.00 ",1006,22
2457,1975,Basic,Married,"$30,801.00 ",8,4
2495,1974,Master,Married,"$83,891.00 ",217,38
6983,1950,Master,Divorced,"$38,054.00 ",23,2
3436,1969,Graduation,Married,"$14,045.00 ",11,0
7505,1957,PhD,Married,"$44,155.00 ",22,1
4286,1970,PhD,Single,"$57,642.00 ",580,6
7224,1977,Graduation,Married,"$31,353.00 ",10,0
6215,1977,Graduation,Married,"$31,353.00 ",10,0
968,1968,Master,Divorced,"$41,335.00 ",112,19
4096,1968,Master,Divorced,"$41,335.00 ",112,19
3153,1957,PhD,Single,"$40,737.00 ",11,0
6504,1975,2n Cycle,Together,"$19,789.00 ",2,5
5329,1949,PhD,Divorced,"$35,946.00 ",8,0
1175,1983,Master,Married,"$36,262.00 ",88,39
1377,1954,Master,Widow,"$44,551.00 ",182,4
4607,1959,Graduation,Together,"$71,367.00 ",227,23
4944,1959,Graduation,Together,"$71,367.00 ",227,23
9483,1959,Graduation,Together,"$57,957.00 ",290,59
1378,1972,2n Cycle,Together,"$50,334.00 ",284,16
5991,1949,Master,Married,"$48,150.00 ",173,2
2807,1969,Graduation,Married,"$56,796.00 ",656,38
1052,1969,Graduation,Married,"$56,796.00 ",656,38
9760,1963,PhD,Widow,"$52,278.00 ",953,0
7101,1963,PhD,Widow,"$52,278.00 ",953,0
9909,1996,2n Cycle,Married,"$7,500.00 ",3,18
5907,1952,Master,Married,"$33,444.00 ",8,0
793,1973,Graduation,Married,"$20,895.00 ",18,3
8832,1976,Master,Together,"$37,509.00 ",37,5
2535,1978,Master,Married,"$88,097.00 ",163,0
1523,1973,Graduation,Married,"$59,041.00 ",69,2
1839,1974,Graduation,Single,"$43,322.00 ",56,7
9972,1955,PhD,Together,"$46,015.00 ",38,0
2945,1955,PhD,Together,"$46,015.00 ",38,0
9291,1959,Master,Married,"$34,242.00 ",8,2
2829,1955,Graduation,Married,"$65,210.00 ",626,0
8594,1958,PhD,Widow,"$50,520.00 ",112,0
1592,1970,Graduation,Married,"$90,765.00 ",547,99
4310,1944,Graduation,Married,"$80,589.00 ",507,93
6950,1958,Master,Married,"$49,572.00 ",35,1
8492,1978,Graduation,Together,"$75,437.00 ",795,0
5684,1971,Master,Divorced,"$44,635.00 ",56,0
5909,1964,Graduation,Married,"$58,512.00 ",895,10
9855,1952,PhD,Single,"$62,000.00 ",899,0
975,1956,Graduation,Single,"$54,252.00 ",178,4
8754,1974,PhD,Together,"$45,068.00 ",14,0
1456,1979,Graduation,Single,"$60,474.00 ",265,199
2849,1979,Graduation,Single,"$60,474.00 ",265,199
9984,1981,2n Cycle,Married,"$56,337.00 ",349,16
5527,1987,Graduation,Together,"$22,434.00 ",4,12
5628,1982,Graduation,Together,"$61,416.00 ",848,154
7627,1975,Master,Married,"$92,163.00 ",817,183
1351,1956,Master,Together,"$58,656.00 ",962,12
10629,1973,2n Cycle,Married,,25,3
10395,1986,Basic,Single,"$8,940.00 ",1,45
6961,1974,Graduation,Married,"$26,751.00 ",1,1
10196,1978,Graduation,Married,"$71,427.00 ",212,123
6182,1984,Graduation,Together,"$26,646.00 ",11,4
10432,1974,Graduation,Divorced,"$19,346.00 ",2,0
1542,1975,Graduation,Single,"$56,243.00 ",347,0
4220,1970,PhD,Married,"$59,892.00 ",73,0
4141,1965,Graduation,Together,"$71,613.00 ",426,49
1940,1986,Graduation,Married,"$25,252.00 ",1,3
1506,1975,Graduation,Single,"$42,160.00 ",48,9
6347,1979,Basic,Single,"$15,862.00 ",1,1
1361,1974,Master,Married,"$82,584.00 ",1076,68
9422,1989,Graduation,Married,"$38,360.00 ",36,2
1081,1957,PhD,Married,"$75,283.00 ",733,9
7458,1956,Master,Together,"$34,941.00 ",39,2
1012,1952,Graduation,Single,"$61,823.00 ",523,7
5453,1956,Master,Married,"$90,226.00 ",1083,108
6818,1974,Graduation,Married,"$44,989.00 ",98,0
7807,1974,Graduation,Married,"$44,989.00 ",98,0
7532,1980,Graduation,Married,"$43,586.00 ",99,2
8346,1974,Graduation,Single,"$32,233.00 ",138,15
5564,1969,Graduation,Together,"$62,882.00 ",509,133
3267,1963,Master,Together,"$57,288.00 ",527,0
3091,1981,2n Cycle,Together,"$75,774.00 ",340,21
762,1981,2n Cycle,Together,"$75,774.00 ",340,21
8029,1988,Master,Single,"$90,247.00 ",1184,32
4376,1960,2n Cycle,Single,"$32,218.00 ",10,24
10981,1988,Graduation,Married,"$84,219.00 ",434,137
486,1988,Graduation,Married,"$84,219.00 ",434,137
1158,1966,Graduation,Divorced,"$48,877.00 ",102,1
9119,1950,Graduation,Together,"$60,905.00 ",208,17
6694,1964,Graduation,Married,"$75,236.00 ",438,66
10573,1953,Graduation,Divorced,"$62,551.00 ",125,16
10140,1983,PhD,Together,"$70,123.00 ",1308,0
2286,1962,Graduation,Single,"$50,785.00 ",64,1
8420,1970,2n Cycle,Married,"$15,315.00 ",7,4
10065,1970,2n Cycle,Married,"$15,315.00 ",7,4
1029,1970,PhD,Together,"$64,413.00 ",200,5
4207,1981,PhD,Married,"$87,171.00 ",1001,44
10277,1961,Graduation,Single,"$30,081.00 ",36,0
4436,1976,Graduation,Single,"$20,180.00 ",18,42
2929,1976,Graduation,Single,"$20,180.00 ",18,42
6281,1966,Graduation,Divorced,"$55,686.00 ",673,0
10390,1959,2n Cycle,Married,"$26,887.00 ",6,7
2574,1977,PhD,Married,"$61,996.00 ",1050,12
709,1952,Graduation,Divorced,"$51,537.00 ",787,20
5955,1962,Graduation,Together,"$72,025.00 ",833,33
8486,1971,Master,Together,"$30,538.00 ",284,0
10343,1991,2n Cycle,Single,"$61,618.00 ",605,91
6652,1965,Graduation,Married,"$77,343.00 ",227,151
8746,1989,Graduation,Married,"$75,433.00 ",800,0
4686,1962,PhD,Widow,"$82,571.00 ",861,31
3551,1954,Master,Together,"$60,033.00 ",62,1
4338,1983,Graduation,Single,"$39,062.00 ",23,0
4444,1972,Graduation,Married,"$30,023.00 ",11,0
498,1970,Graduation,Single,"$30,015.00 ",25,0
8230,1980,Graduation,Married,"$33,228.00 ",22,2
2826,1967,Graduation,Married,"$22,574.00 ",25,0
6222,1967,Graduation,Married,"$22,574.00 ",25,0
7352,1957,Graduation,Married,"$55,267.00 ",161,28
10928,1958,Graduation,Together,"$66,886.00 ",315,4
10736,1971,Graduation,Single,"$72,258.00 ",522,0
10163,1984,PhD,Single,"$82,733.00 ",712,50
6168,1963,Graduation,Divorced,"$45,146.00 ",33,0
4656,1990,2n Cycle,Single,"$51,250.00 ",342,32
626,1951,Graduation,Married,"$32,871.00 ",22,2
3870,1978,2n Cycle,Together,"$63,855.00 ",359,35
6299,1968,PhD,Divorced,"$42,564.00 ",324,48
7798,1972,2n Cycle,Together,"$46,344.00 ",233,20
9973,1963,Graduation,Married,"$50,437.00 ",370,9
4299,1960,Graduation,Together,"$70,971.00 ",1001,17
10971,1977,Graduation,Single,"$37,774.00 ",173,8
9931,1963,PhD,Married,"$4,023.00 ",5,0
6679,1966,Graduation,Single,"$33,279.00 ",10,3
5961,1978,Graduation,Married,"$42,693.00 ",8,4
6255,1952,Master,Together,"$70,545.00 ",138,39
8614,1957,Graduation,Widow,"$65,486.00 ",245,19
7828,1981,Master,Together,"$77,882.00 ",68,129
1277,1960,Graduation,Together,"$78,468.00 ",434,22
3595,1963,Graduation,Together,"$77,226.00 ",631,43
5735,1991,Master,Single,"$90,638.00 ",1156,120
5350,1991,Master,Single,"$90,638.00 ",1156,120
4137,1948,Graduation,Together,"$70,666.00 ",398,40
6357,1959,2n Cycle,Divorced,"$59,052.00 ",230,35
9316,1952,Basic,Together,"$13,084.00 ",2,0
3578,1949,Graduation,Divorced,"$49,160.00 ",122,21
153,1953,Graduation,Divorced,"$23,272.00 ",19,3
10524,1963,Master,Divorced,"$49,476.00 ",386,23
1518,1965,Master,Married,"$62,694.00 ",379,6
2036,1973,PhD,Together,"$57,906.00 ",243,11
9495,1982,Graduation,Together,"$71,853.00 ",358,108
2631,1982,Graduation,Together,"$71,853.00 ",358,108
6312,1959,Graduation,Married,"$65,031.00 ",258,107
615,1960,Graduation,Together,"$30,507.00 ",65,36
4406,1970,Graduation,Together,"$67,419.00 ",846,84
10061,1950,Graduation,Married,"$59,462.00 ",724,17
10619,1994,Graduation,Single,"$95,529.00 ",770,29
4945,1953,Graduation,Widow,"$53,653.00 ",815,10
1777,1980,Basic,Married,"$25,965.00 ",2,2
4023,1970,Graduation,Married,"$22,979.00 ",16,17
7922,1951,PhD,Single,"$64,950.00 ",819,0
10699,1985,Graduation,Married,"$44,322.00 ",46,0
7516,1983,Graduation,Married,"$30,096.00 ",5,3
3129,1983,Graduation,Married,"$30,096.00 ",5,3
5121,1977,Graduation,Single,"$56,628.00 ",479,5
2186,1977,2n Cycle,Together,"$82,326.00 ",938,142
10548,1995,Graduation,Single,"$71,163.00 ",283,17
6384,1978,Graduation,Divorced,"$71,022.00 ",909,12
2625,1954,2n Cycle,Single,"$42,607.00 ",156,29
1676,1975,Graduation,Married,"$43,057.00 ",213,2
5534,1975,Master,Married,"$47,808.00 ",123,1
6859,1987,Graduation,Single,"$29,236.00 ",37,4
271,1969,Graduation,Widow,"$40,590.00 ",154,0
7699,1969,Graduation,Widow,"$40,590.00 ",154,0
7832,1959,Master,Married,"$77,520.00 ",940,44
938,1981,Graduation,Married,"$40,211.00 ",51,1
7873,1973,PhD,Together,"$63,516.00 ",141,11
9967,1974,Graduation,Divorced,"$53,034.00 ",160,15
1087,1975,Master,Together,"$22,669.00 ",16,14
8314,1982,Graduation,Married,"$79,908.00 ",557,129
3762,1986,PhD,Single,"$69,867.00 ",196,0
10383,1966,Graduation,Divorced,"$70,287.00 ",295,35
6798,1966,Graduation,Single,"$37,070.00 ",231,7
4168,1966,Graduation,Single,"$37,070.00 ",231,7
6690,1966,Master,Married,"$38,179.00 ",38,4
10602,1983,Graduation,Married,"$39,922.00 ",29,12
3220,1983,Graduation,Married,"$39,922.00 ",29,12
5424,1983,Graduation,Married,"$39,922.00 ",29,12
7488,1963,Master,Single,"$64,191.00 ",420,15
5289,1975,2n Cycle,Single,"$41,658.00 ",8,4
347,1976,Graduation,Divorced,"$40,780.00 ",229,27
5236,1979,Graduation,Together,"$77,568.00 ",1230,0
9478,1985,Graduation,Single,"$66,503.00 ",91,64
477,1986,Graduation,Married,"$83,512.00 ",1060,61
7411,1964,PhD,Married,"$31,686.00 ",11,0
3107,1976,Graduation,Together,"$71,322.00 ",121,24
7437,1988,Graduation,Single,"$27,938.00 ",13,0
255,1951,Graduation,Divorced,"$22,263.00 ",17,0
3790,1956,Graduation,Together,"$34,633.00 ",8,1
749,1981,Graduation,Together,"$42,162.00 ",46,7
1503,1976,PhD,Together,"$162,397.00 ",85,1
8650,1978,Graduation,Widow,"$54,162.00 ",5,6
607,1955,2n Cycle,Divorced,"$41,769.00 ",302,29
1008,1981,PhD,Together,"$44,953.00 ",728,17
9396,1978,PhD,Married,"$37,717.00 ",9,0
933,1978,PhD,Married,"$37,717.00 ",9,0
5710,1970,Graduation,Together,"$40,548.00 ",110,0
2882,1975,2n Cycle,Divorced,"$67,893.00 ",711,28
2379,1953,Graduation,Single,"$69,267.00 ",778,44
5342,1976,Basic,Divorced,"$9,548.00 ",0,1
3262,1958,Graduation,Single,"$68,281.00 ",995,112
5832,1960,2n Cycle,Together,"$92,556.00 ",493,183
5025,1979,Graduation,Single,"$48,526.00 ",23,17
569,1991,Graduation,Single,"$90,273.00 ",704,129
3102,1981,2n Cycle,Together,"$19,414.00 ",2,3
9449,1958,PhD,Single,"$79,761.00 ",415,5
8104,1951,PhD,Married,"$53,312.00 ",241,0
75,1982,2n Cycle,Together,"$41,039.00 ",34,11
6421,1961,Graduation,Together,"$88,347.00 ",1050,178
3037,1983,PhD,Married,"$50,150.00 ",135,46
4698,1983,PhD,Married,"$50,150.00 ",135,46
948,1971,Graduation,Single,"$10,245.00 ",4,7
6177,1985,PhD,Married,"$33,454.00 ",76,10
3517,1952,Graduation,Single,"$40,887.00 ",50,4
3491,1975,Graduation,Together,"$55,914.00 ",384,60
7610,1983,Graduation,Together,"$37,292.00 ",275,0
4377,1971,Graduation,Married,"$52,914.00 ",254,10
9850,1972,2n Cycle,Married,"$24,884.00 ",3,6
5544,1970,Graduation,Single,"$67,384.00 ",957,40
6497,1960,Graduation,Married,"$51,651.00 ",293,6
4543,1980,Graduation,Married,"$82,497.00 ",777,129
5117,1963,2n Cycle,Married,"$32,632.00 ",63,151
1448,1963,Master,Married,"$33,562.00 ",21,12
6887,1967,Graduation,Single,"$79,146.00 ",245,16
7500,1967,Graduation,Single,"$79,146.00 ",245,16
2724,1981,Master,Single,"$36,143.00 ",12,0
2256,1973,Master,Married,"$27,159.00 ",17,0
1100,1960,Master,Together,"$41,275.00 ",24,4
7725,1965,2n Cycle,Married,"$76,800.00 ",173,26
2612,1987,Graduation,Married,"$75,794.00 ",754,160
113,1951,Graduation,Married,"$30,833.00 ",11,0
2868,1949,PhD,Single,"$26,518.00 ",20,1
4216,1981,Graduation,Single,"$91,065.00 ",822,114
199,1962,Master,Single,"$45,183.00 ",219,3
359,1950,Graduation,Together,"$48,070.00 ",373,14
8842,1971,Graduation,Widow,"$30,372.00 ",15,0
2154,1971,Graduation,Widow,"$30,372.00 ",15,0
6050,1975,2n Cycle,Married,"$57,036.00 ",1171,43
9204,1970,Graduation,Widow,"$66,731.00 ",371,159
4472,1970,PhD,Divorced,"$35,682.00 ",23,0
6864,1989,Master,Divorced,"$10,979.00 ",8,4
10617,1989,Master,Divorced,"$10,979.00 ",8,4
3924,1965,PhD,Divorced,"$57,912.00 ",801,0
5654,1972,Graduation,Married,"$36,026.00 ",20,4
9216,1971,Graduation,Married,"$35,788.00 ",23,2
8086,1959,Graduation,Married,"$42,243.00 ",48,0
9097,1956,Graduation,Divorced,"$46,086.00 ",244,8
7631,1978,Master,Together,"$61,346.00 ",562,58
7275,1971,Master,Single,"$33,316.00 ",79,1
8334,1971,Master,Single,"$33,316.00 ",79,1
1987,1987,Basic,Single,"$21,063.00 ",1,10
2281,1970,Graduation,Single,"$33,697.00 ",4,3
7034,1978,2n Cycle,Married,"$25,804.00 ",8,7
2797,1977,Graduation,Married,"$72,117.00 ",707,20
3934,1966,Graduation,Married,"$61,286.00 ",356,0
2493,1966,Graduation,Married,"$61,286.00 ",356,0
3759,1958,Graduation,Together,"$65,196.00 ",743,19
965,1971,Graduation,Divorced,"$55,635.00 ",235,65
7378,1981,Master,Together,"$42,021.00 ",393,5
1859,1972,Master,Married,"$75,251.00 ",721,111
6263,1968,Graduation,Together,"$35,322.00 ",28,9
2072,1969,PhD,Together,"$53,374.00 ",896,10
8908,1959,Graduation,Married,"$87,195.00 ",217,76
738,1981,2n Cycle,Single,"$42,395.00 ",48,13
10129,1966,Graduation,Together,"$82,427.00 ",482,147
807,1969,Master,Together,"$44,602.00 ",167,2
3334,1951,Graduation,Married,"$94,642.00 ",879,143
5423,1983,Graduation,Together,"$28,359.00 ",6,0
4426,1975,Graduation,Single,"$55,801.00 ",367,4
10489,1973,Graduation,Married,"$92,955.00 ",693,21
2570,1968,Graduation,Together,"$56,534.00 ",691,7
3834,1962,Graduation,Single,"$69,627.00 ",231,161
590,1970,Master,Divorced,"$78,579.00 ",816,66
4791,1980,Graduation,Together,"$44,964.00 ",19,1
5304,1974,PhD,Single,"$30,899.00 ",24,0
2426,1964,PhD,Divorced,"$78,825.00 ",483,74
35,1987,Graduation,Married,"$25,545.00 ",32,1
8041,1971,PhD,Widow,"$47,111.00 ",595,71
3584,1955,PhD,Single,"$49,667.00 ",1181,26
7718,1947,Master,Together,"$66,000.00 ",244,51
8605,1964,PhD,Together,"$46,910.00 ",48,0
1646,1972,Basic,Married,"$25,224.00 ",4,9
9206,1968,Graduation,Together,"$77,382.00 ",491,48
10757,1967,PhD,Divorced,"$28,420.00 ",4,2
6885,1977,Graduation,Divorced,"$32,952.00 ",38,0
907,1975,Graduation,Married,"$46,149.00 ",254,6
1150,1899,PhD,Together,"$83,532.00 ",755,144
3867,1947,PhD,Together,"$73,059.00 ",410,112
3859,1947,PhD,Together,"$73,059.00 ",410,112
3265,1959,Graduation,Married,"$35,701.00 ",21,1
4418,1983,Master,Single,"$89,616.00 ",671,47
4611,1970,Graduation,Together,"$105,471.00 ",1009,181
4530,1948,Master,Widow,"$78,427.00 ",972,19
7736,1986,Graduation,Married,"$22,518.00 ",11,7
9949,1976,Graduation,Married,"$59,809.00 ",598,16
942,1982,Graduation,Single,"$39,660.00 ",139,13
6181,1950,2n Cycle,Together,"$52,203.00 ",488,21
7660,1973,PhD,Alone,"$35,860.00 ",15,0
2055,1973,PhD,Divorced,"$35,860.00 ",15,0
5107,1973,PhD,Divorced,"$35,860.00 ",15,0
1626,1973,PhD,Divorced,"$35,860.00 ",15,0
6428,1950,PhD,Widow,"$76,842.00 ",605,10
9617,1951,Graduation,Single,"$15,033.00 ",0,4
4339,1970,PhD,Married,"$67,353.00 ",702,17
7235,1975,2n Cycle,Married,"$17,003.00 ",2,5
8527,1965,Master,Together,"$65,735.00 ",239,7
1968,1971,Graduation,Widow,"$45,684.00 ",5,1
9862,1969,Graduation,Together,"$21,918.00 ",1,6
11075,1978,Graduation,Married,"$51,267.00 ",183,2
6658,1972,Graduation,Together,"$59,868.00 ",771,51
4552,1991,Graduation,Married,"$51,373.00 ",83,2
10377,1958,Master,Together,"$46,692.00 ",170,6
5336,1971,Master,Together,"$157,733.00 ",39,1
10350,1950,PhD,Married,"$54,432.00 ",33,0
11071,1984,Graduation,Single,"$79,607.00 ",450,133
11100,1972,Graduation,Divorced,"$51,813.00 ",51,2
6516,1989,Basic,Married,"$17,487.00 ",0,0
1734,1968,PhD,Together,"$40,706.00 ",59,0
2131,1959,PhD,Divorced,"$62,859.00 ",1063,89
6439,1958,Graduation,Married,"$61,074.00 ",789,0
10591,1969,Graduation,Widow,"$43,638.00 ",63,10
9797,1956,Graduation,Married,"$58,116.00 ",228,19
9336,1969,PhD,Widow,"$62,187.00 ",512,0
2174,1954,Graduation,Single,"$46,344.00 ",11,1
3197,1980,Graduation,Married,"$77,353.00 ",275,59
9185,1966,PhD,Single,"$69,759.00 ",452,20
905,1986,Graduation,Divorced,"$21,846.00 ",7,17
10858,1975,Graduation,Together,"$76,532.00 ",355,30
8925,1965,Master,Married,"$70,053.00 ",512,53
2499,1958,2n Cycle,Single,"$75,342.00 ",204,97
1109,1982,Master,Together,"$27,590.00 ",6,0
326,1973,Graduation,Married,"$51,148.00 ",235,6
10967,1963,Graduation,Divorced,"$33,378.00 ",33,6
5370,1973,PhD,Married,"$32,644.00 ",239,3
2098,1969,PhD,Married,"$33,581.00 ",11,0
1773,1978,2n Cycle,Married,"$12,393.00 ",5,6
5036,1984,PhD,Single,"$42,710.00 ",252,3
4856,1957,2n Cycle,Married,"$82,347.00 ",556,54
8722,1957,2n Cycle,Married,"$82,347.00 ",556,54
2156,1955,PhD,Married,"$22,554.00 ",27,0
2569,1987,Graduation,Married,"$17,323.00 ",3,14
10151,1960,Graduation,Divorced,"$62,204.00 ",317,46
10473,1956,PhD,Widow,"$78,028.00 ",158,19
7079,1962,Graduation,Divorced,"$63,887.00 ",897,23
6875,1965,PhD,Together,"$32,727.00 ",167,13
6728,1985,Graduation,Together,"$29,103.00 ",16,0
2471,1965,Graduation,Married,"$61,482.00 ",48,58
49,1970,Graduation,Single,"$20,587.00 ",2,3
4973,1970,Graduation,Single,"$20,587.00 ",2,3
6387,1976,PhD,Together,"$52,190.00 ",42,0
5866,1974,Graduation,Together,"$48,186.00 ",97,3
8523,1968,Graduation,Married,"$19,329.00 ",24,1
7901,1971,Master,Married,"$34,109.00 ",9,1
898,1986,Graduation,Married,"$23,477.00 ",38,15
10242,1966,PhD,Together,"$47,472.00 ",56,0
5835,1976,PhD,Divorced,"$14,849.00 ",21,2
6919,1978,2n Cycle,Married,"$26,224.00 ",4,7
6197,1962,PhD,Single,"$27,238.00 ",37,0
10475,1970,Master,Together,,187,5
4201,1962,Graduation,Single,"$57,967.00 ",229,7
5092,1949,PhD,Widow,"$51,569.00 ",380,0
6566,1954,PhD,Married,"$72,550.00 ",826,50
6613,1970,Master,Married,"$44,511.00 ",513,7
9094,1955,2n Cycle,Married,"$62,972.00 ",313,15
9847,1955,2n Cycle,Married,"$62,972.00 ",313,15
10767,1989,PhD,Together,"$77,845.00 ",760,40
7943,1975,PhD,Married,"$36,663.00 ",18,0
1055,1976,Master,Married,"$53,204.00 ",29,0
1458,1982,Master,Married,"$21,059.00 ",8,3
8402,1953,Master,Married,"$67,087.00 ",329,35
6246,1953,Graduation,Single,"$73,892.00 ",703,102
4654,1992,Graduation,Together,"$75,114.00 ",571,12
6103,1948,Graduation,Married,"$42,192.00 ",40,15
8147,1960,Graduation,Married,"$31,454.00 ",28,0
10207,1978,Graduation,Together,"$22,775.00 ",5,1
4838,1978,Graduation,Together,"$22,775.00 ",5,1
10219,1972,Graduation,Together,"$31,590.00 ",6,2
2176,1972,Graduation,Married,"$80,134.00 ",1218,16
9121,1972,Graduation,Married,"$80,134.00 ",1218,16
5802,1972,Basic,Married,"$14,188.00 ",2,7
10790,1985,PhD,Married,"$18,169.00 ",9,0
178,1956,Graduation,Married,"$62,503.00 ",478,0
2308,1954,Graduation,Married,"$46,734.00 ",110,5
7431,1991,PhD,Single,"$68,126.00 ",1332,17
9405,1954,PhD,Married,"$52,869.00 ",84,3
10525,1986,Graduation,Single,"$26,576.00 ",10,0
7503,1976,Graduation,Single,"$75,825.00 ",1032,105
8783,1950,Graduation,Married,"$57,045.00 ",296,13
1403,1975,2n Cycle,Together,"$34,984.00 ",8,4
4643,1973,Graduation,Married,"$27,803.00 ",8,26
3463,1975,PhD,Married,"$69,283.00 ",674,62
4055,1992,Basic,Single,"$18,746.00 ",2,10
7010,1965,2n Cycle,Married,"$70,924.00 ",635,114
4767,1965,2n Cycle,Married,"$70,924.00 ",635,114
1927,1973,2n Cycle,Together,"$69,401.00 ",399,27
437,1976,Master,Divorced,"$75,012.00 ",294,142
4331,1978,Master,Together,"$85,738.00 ",913,26
4084,1975,Graduation,Together,"$60,934.00 ",224,155
8135,1986,Master,Married,"$27,161.00 ",7,4
9750,1961,PhD,Divorced,"$64,325.00 ",731,60
6682,1973,Basic,Married,"$18,978.00 ",2,8
10581,1977,Graduation,Married,"$41,124.00 ",281,7
3710,1984,PhD,Single,"$39,684.00 ",19,0
5207,1963,PhD,Married,"$53,378.00 ",489,6
9360,1982,Graduation,Married,"$37,040.00 ",86,2
4679,1977,Master,Married,"$78,710.00 ",721,0
1340,1986,Graduation,Married,"$92,910.00 ",551,137
10839,1976,Graduation,Together,"$36,283.00 ",6,5
5303,1974,PhD,Together,"$79,632.00 ",471,0
9829,1978,Graduation,Together,"$28,587.00 ",22,4
10469,1981,Graduation,Together,"$88,325.00 ",519,71
3602,1958,Master,Married,"$51,412.00 ",140,3
4756,1952,2n Cycle,Divorced,"$63,998.00 ",176,29
8181,1978,2n Cycle,Single,"$38,593.00 ",51,12
6958,1977,Master,Married,"$27,889.00 ",14,0
10856,1980,2n Cycle,Single,"$45,889.00 ",31,0
3321,1967,PhD,Together,"$56,575.00 ",421,5
5394,1979,Basic,Single,"$16,014.00 ",3,9
433,1958,Master,Alone,"$61,331.00 ",534,5
6320,1976,Master,Single,"$70,893.00 ",768,44
5376,1979,Graduation,Married,"$2,447.00 ",1,1
1867,1957,Graduation,Single,"$64,849.00 ",652,48
4324,1989,Graduation,Married,"$42,387.00 ",235,0
3661,1995,2n Cycle,Single,"$80,617.00 ",594,51
521,1985,Graduation,Together,"$54,006.00 ",174,77
10403,1978,Graduation,Together,"$16,531.00 ",2,13
7186,1966,PhD,Together,"$30,843.00 ",24,0
4329,1984,PhD,Married,"$18,988.00 ",6,0
4394,1965,PhD,Married,"$81,051.00 ",1142,29
1717,1988,Graduation,Single,"$39,747.00 ",80,15
1016,1959,PhD,Single,"$34,554.00 ",41,1
3783,1959,PhD,Married,"$52,854.00 ",105,0
5848,1970,Graduation,Together,"$81,205.00 ",724,74
10727,1970,PhD,Married,"$69,084.00 ",1181,107
5299,1970,PhD,Married,"$69,084.00 ",1181,107
6872,1974,PhD,Married,"$65,352.00 ",284,3
1143,1972,Graduation,Married,"$22,063.00 ",7,10
10381,1979,Graduation,Single,"$47,691.00 ",14,0
11007,1968,PhD,Married,"$29,187.00 ",26,0
9145,1972,Graduation,Single,"$72,504.00 ",604,26
5267,1970,Graduation,Divorced,"$33,986.00 ",16,2
9738,1986,Master,Together,"$42,386.00 ",65,4
10212,1986,Master,Together,"$42,386.00 ",65,4
10010,1953,PhD,Divorced,"$36,957.00 ",100,2
10069,1988,Basic,Together,"$13,724.00 ",2,7
2694,1967,Graduation,Married,"$42,664.00 ",21,0
10613,1958,PhD,Together,"$37,334.00 ",26,1
4646,1951,2n Cycle,Married,"$78,497.00 ",207,26
6935,1951,2n Cycle,Married,"$78,497.00 ",207,26
5596,1956,2n Cycle,Together,"$58,821.00 ",513,14
1044,1953,Graduation,Together,"$58,398.00 ",299,5
9274,1961,Master,Married,"$80,950.00 ",525,147
9076,1980,PhD,Married,"$30,732.00 ",155,1
4947,1966,2n Cycle,Single,"$89,572.00 ",606,24
10176,1968,Graduation,Single,"$57,107.00 ",159,0
3507,1970,Graduation,Single,"$76,467.00 ",676,161
9235,1957,Graduation,Single,,7,0
10341,1948,Graduation,Together,"$51,315.00 ",68,28
2639,1966,Graduation,Single,"$43,602.00 ",19,5
6201,1978,Graduation,Single,"$38,643.00 ",22,2
7397,1951,Graduation,Single,"$49,090.00 ",494,5
